Merchant # Vouchers Total Value of Vouchers
536 Holy Nails Spa/Queen Bee Beauty Studio 15 370.00 $                               
537 Elemental Cafe 15 330.00 $                               
538 Just Cuts Majura Park 15 300.00 $                               
539 Caffe Cherry Beans - Canberra Centre 15 280.00 $                               
540 7th&bake Patisserie Cafe 15 260.00 $                               
541 Nosh 15 230.00 $                               
542 Braddon Licensed Post Office & Newsagency 14 700.00 $                               
543 BrewYourOwnAtHome 14 670.00 $                               
544 Top Cyber Cafe 14 580.00 $                               
545 Wood Tang 14 540.00 $                               
546 Oxygen Essentials For Life 14 530.00 $                               
547 Canberra Sewing 14 520.00 $                               
548 Spaza Store 14 510.00 $                                                              
549 Salut! Baroque 14 490.00 $
550 The Plastic Free Shop 14 450.00 $                               
551 Dhaka cafÃ© and Indian restaurant 14 450.00 $                               
552 Bentham St Bar& Pizza 14 380.00 $                               
553 Jazzercise South Canberra 14 370.00 $                               
554 Urban Fresh Sushi 14 350.00 $                               
555 Elaine's Gourmet Pies 14 310.00 $                               
556 Coffee Cafe 14 230.00 $                               
557 Izumi 14 220.00 $                               
558 Zambrero 14 210.00 $                               
559 Lotus Skin and Beauty 13 650.00 $                               
560 KC KICKSAU 13 620.00 $                               
561 SWAGAT GROCERS AND CONVENIENCE STORE 13 610.00 $                               
562 Gingerfinch 13 580.00 $                               
563 Plastic Creations Pty Ltd 13 560.00 $                               
564 Orange Bean Cafe 13 520.00 $                               
565 Lollipop's Playland and Cafe Canberra 13 500.00 $                               
566 Horseland Canberra 13 490.00 $                               
567 CITSA 13 480.00 $                               
568 UPS BELCONNEN UNIT TRUST 13 410.00 $                               
569 Caffe Cherry Beans - Casey 13 320.00 $                               
570 Wokitup 13 300.00 $                               
571 Neutral Grounds 13 300.00 $                               
572 Accelerate Physiotherapy 12 540.00 $                               
573 The Outdoor Table 12 530.00 $                               
574 Pivotal IT Solutions 12 480.00 $                               
575 Elegant Image Day Spa Medi Spa 12 440.00 $                               
576 Curves Weston 12 430.00 $                               
577 Deco Hotel 12 410.00 $                               
578 Foundation Beauty Therapy 12 410.00 $                               
579 KimoYes 12 380.00 $                               
580 Siam Twist 12 380.00 $                               
581 Military Shop 12 380.00 $                               
582 Hachiko western Japanese fusion 12 360.00 $                               
583 Gommy's Cafe 12 270.00 $                               
584 Dollar Choice 12 250.00 $                               
585 The coffee club Canberra Outlet Centre 12 180.00 $                               
586 La Baguette by R&M 12 180.00 $                               
587 The Goods Wholefoods 12 130.00 $                               
588 Fernwood Fitness Gungahlin 11 460.00 $                               
589 Bags To Go 11 450.00 $                               
590 HOME&GIVING 11 430.00 $                               
591 Functional Fitness 11 430.00 $                               
592 Capital Chemist University of Canberra 11 430.00 $                               
593 Beef & Barley 11 350.00 $                               
594 Kokomoâ€™s 11 350.00 $                               
595 Debacle 11 290.00 $                               
596 Turkish Delight Kingston 11 270.00 $                               
597 The coffee club gungahlin 11 260.00 $                               
598 CSIRO Discovery Cafe 11 240.00 $                               599 Arnold'S Ribs and Pizza 11 240.00 $                               
600 Boost Juice Marketplace Gungahlin 11 210.00 $                               
601 Farmshop Cafe 11 210.00 $                               
602 Stand By Me 11 200.00 $                               
603 Just Cuts Canberra Centre 11 190.00 $                               
604 Hokka Hokka 11 130.00 $                               
605 Zambrero Manuka 11 120.00 $                               
606 Canberra halal market kippax 10 500.00 $                               
607 Aussie Windscreens 10 470.00 $                               
608 APEX driving school 10 470.00 $                               
609 Saloon 10 340.00 $                               
610 INSKINCARE 10 300.00 $                               
611 Lis Dumpling Inn 10 280.00 $                               
612 Gloww Beauty 10 260.00 $                               
613 My Rainbow-Dreams 10 220.00 $                               
614 Remedy by LSR Belconnen 10 220.00 $                               
615 Anthos Flowers 10 220.00 $                               
616 Cafe alibi 10 170.00 $                               
617 Zambrero Dickson 10 130.00 $                               
618 Sharetea ANU 10 100.00 $                               
619 SAARA HOLIDAYS 9 450.00 $                               
620 GoBoat Canberra 9 450.00 $                               
621 Flourish Yoga 9 450.00 $                               
622 Arthritis ACT 9 320.00 $                               
623 La Beaute Hair Salon / Barberology 9 300.00 $                               
624 Knuckles German Restaurant 9 290.00 $                               
625 Spring garden chinese restaurant 9 290.00 $                               
626 The Street Theatre 9 270.00 $                               
627 Vietnamese Bakery & Cafe 9 220.00 $                               
628 Soxstar 9 200.00 $                               
629 Caffe Cherry Bean Majura Park 9 200.00 $                               
630 Donut King Canberra DFO 9 150.00 $                               
631 Gelca Pty Ltd 9 120.00 $                               
632 Burger Hero Mitchell Takeaway 9 120.00 $                               
633 Die Schlachtschule 8 400.00 $                               
634 Ken Cook Menswear 8 340.00 $                               
635 Je Fleur 8 330.00 $                               
636 Capital Chemist Kingston 8 330.00 $                               
637 Australian Essences - Women's Natural Health Clinic 8 310.00 $                               
638 COURTYARD BY MILKCRATE 8 300.00 $                               
639 Flow Yoga Canberra 8 280.00 $                               
640 Lys Nails 8 270.00 $                               
641 Antonâ€™s hair studio 8 270.00 $                               
642 Toms Superfruits 8 230.00 $                               
643 7FA EVENTS 8 180.00 $                               
644 The Basement Canberra 8 170.00 $                               
645 The Public Place @ chisholm 8 140.00 $                               
646 Thirty8 Espresso 8 130.00 $                               
647 Coffee Guru Amaroo 8 110.00 $                               
648 Dilkara Australia 7 350.00 $                               649 Lisa Cahill | Atelier 818 7 350.00 $                               
650 Onred 7 350.00 $                               
651 Axis Hairdressing 7 310.00 $                               
652 Revelation Puzzle Rooms 7 250.00 $                               
653 Rojo Customs 7 230.00 $                               
654 Siren Bar & Restaurant 7 220.00 $                               
655 Cafe Childers 7 210.00 $                               
656 Aliababa Belconnen Emu Bank 7 210.00 $                               
657 Green Tea En 7 200.00 $                               
658 Ginger Catering at NAC PTY LTD 7 200.00 $                               
659 Loveofballoon 7 190.00 $                               
660 Cup of Joy 7 130.00 $                               
661 BARTON GROCER 7 120.00 $                               
662 Dash Jolimont 7 110.00 $                               
663 My Cafe 7 110.00 $                               
664 Bearded Bean 7 90.00 $                                 
665 ZAMBRERO MAJURA PARK 7 80.00 $                                 
666 QUICK WOK 7 70.00 $                                 
667 Slow Beauty Eco Salon 6 270.00 $                               
668 Saigon Restaurant 6 270.00 $                               
669 Nucy Thai Massage 6 270.00 $                               
670 Smogue 6 240.00 $                               
671 McGlades Jewellers 6 210.00 $                               
672 Pure Pod - sustainable 6 210.00 $                               
673 Magoo's Cafe and Bar 6 110.00 $                               
674 Hyde Away Cafe Waramanga 6 100.00 $                               
675 Blossoms Of Canberra 6 100.00 $                               
676 Cafe Brindabella 6 60.00 $                                 
677 Aeon Academy 5 250.00 $                               
678 Phoebe Porter 5 250.00 $                               
679 LUXE Tanning and Lash Studio (formally Luscious Glow) 5 220.00 $                               
680 Potbelly Bar 5 220.00 $                               
681 GUIFENG ZHOU 5 210.00 $                               
682 88mph 5 190.00 $                               
683 ABOUT FACE Beauty & Anti Aging Salon 5 180.00 $                               
684 Fernwood Fitness Tuggeranong 5 170.00 $                               
685 Katsu Nicholls Takeaway 5 130.00 $                               
686 Noodle Choice 5 110.00 $                               
687 Local Press Wholefoods 5 110.00 $                               
688 La Casetta Pizzeria 5 90.00 $                                 
689 Lewrap Tuggeranong 5 90.00 $                                 
690 Master Hin Dumplings 5 70.00 $                                 
691 Reload Bar and Games 5 60.00 $                                 
692 Urban Bean Woden 5 50.00 $                                 
693 Gourmet House Woden 5 50.00 $                                 
694 BDL Car Stereo Pty Ltd 4 200.00 $                               
695 Perform Australia 4 200.00 $                               
696 Launch Pad Pty Ltd 4 200.00 $                               
697 ION DNA Electric Vehicles 4 200.00 $                               
698 Canberra Repertory Society 4 200.00 $                               699 Canberra School of Photography 4 200.00 $                               
700 La Beaute Hair Salon 4 200.00 $                               
701 NewsXpress KippaxFair 4 170.00 $                               
702 Asian Arts MAnuka 4 170.00 $                               
703 La Piazza Cafe / Restaurant 4 170.00 $                               
704 Enliven Infrared Saunas Pty Ltd 4 140.00 $                               
705 5 Senses Gourmet Cafe 4 130.00 $                               
706 Forrest Hotel and Apartments 4 130.00 $                               
707 Mulligans Flat 4 130.00 $                               
708 Capital Star Nails & Beauty 4 100.00 $                               
709 Brightco Pty Ltd 4 100.00 $                               
710 Otto's Kiosk Cafe 4 90.00 $                                 
711 Fook Lee Sheng Chinese Take Away 4 80.00 $                                 
712 Cafe Mizzuna 4 80.00 $                                 
713 Tip Toe Nail Salon 4 70.00 $                                 
714 Gentle Nails 4 70.00 $                                 
715 The Muesli Bar 4 60.00 $                                 
716 UC Esports Lounge 4 60.00 $                                 
717 Stripey Sundae 4 60.00 $                                 
718 Zambrero Woden 4 60.00 $                                 
719 canberra cafe and restaurant 4 50.00 $                                 
720 Corner Drinks 4 40.00 $                                 
721 Carpet Factory 3 150.00 $                               
722 Sharwood Hampers 3 150.00 $                               
723 Venetia Major - Bespoke Jewellery 3 150.00 $                               
724 Canberra Glassworks 3 150.00 $                               
725 Timber and Tailor Shop 3 150.00 $                               
726 Homemakers 3 150.00 $                               
727 Grappling Bros 3 150.00 $                               
728 Thorson Photography 3 150.00 $                               
729 The Healthy Eating Clinic - Harrison 3 120.00 $                               
730 Luminous Hair Salon 3 120.00 $                               
731 Johneys Kitchen 3 120.00 $                               
732 Muay U 3 120.00 $                               
733 Emma Strapps Shiatsu 3 120.00 $                               
734 watson pharmacy 3 120.00 $                               
735 Alexander Fax Booksellers 3 90.00 $                                 
736 Caffe Cherry Beans Erindale 3 90.00 $                                 
737 Cannoli Brothers 3 90.00 $                                 
738 The Verandah 3 80.00 $                                 
739 21 CAPITAL MART 3 70.00 $                                 
740 Gina Kingston 3 70.00 $                                 
741 Yan Capital Motors 3 70.00 $                                 
742 Amaznails 3 60.00 $                                 
743 The Warehouse Roast Tap Brew 3 40.00 $                                 
744 ICHI cafe 3 40.00 $                                 
745 Mirtsch Brero Pty Ltd 3 30.00 $                                 
746 Canberra Caravan & 4x4 Centre 2 100.00 $                               
747 EasliyManaged Fitness Pty Ltd 2 100.00 $                               
748 Caffe Luxxe Espresso 2 100.00 $                               749 Muay Tings 2 100.00 $                               
750 Hair and Makeup Artistry by Nicole 2 100.00 $                               
751 Balloon Aloft Canberra 2 100.00 $                               
752 Why Aesthetics 2 100.00 $                               
753 The Coffee Grounds UC 2 100.00 $                               
754 Charcoal Rooster 2 100.00 $                               
755 11:11 Health and Wellbeing 2 100.00 $                               
756 Signage Factor 2 100.00 $                               
757 Ginseng @ Hellenic 2 70.00 $                                 
758 Pure Gelato ACT 2 70.00 $                                 
759 KaransKloset 2 70.00 $                                 
760 Caribou Kingston 2 60.00 $                                 
761 Love Food Catering 2 60.00 $                                 
762 designher beauty 2 40.00 $                                 
763 brazilian butterfly 2 40.00 $                                 
764 Braddon Supermarket 2 40.00 $                                 
765 Lahori Gate Canberra 2 40.00 $                                 
766 Cafe friends 2 30.00 $                                 
767 CASA ESPRESSO 2 30.00 $                                 
768 Freshii 2 20.00 $                                 
769 On The Grind Canberra cafe 2 20.00 $                                 
770 Kismet Turkish Gourmet 2 20.00 $                                 
771 CGs Discount Tobacconist and Gifts 1 50.00 $                                 
772 Curves Belconnen 1 50.00 $                                 
773 Greenaway Studio 1 50.00 $                                 
774 Blue Ink Group 1 50.00 $                                 
775 Beautique Smiles 1 50.00 $                                 
776 Kwik Kopy Phillip 1 50.00 $                                 
777 BirdieBall Australia 1 50.00 $                                 
778 The Battery Factory 1 50.00 $                                 
779 Barbell Foods 1 50.00 $                                 
780 Empreus I.T Support 1 50.00 $                                 
781 Edglit 1 50.00 $                                 
782 54 Benjamin 1 50.00 $                                 
783 Shine Om 1 50.00 $                                 
784 Lollypotz 1 20.00 $                                 
785 Yarralumla Play Station 1 20.00 $                                 
786 Centrepiece creol 1 20.00 $                                 
787 Wren & Rabbit Interiors 1 20.00 $                                 
788 Smith's Alternative 1 20.00 $                                 
789 Curves Gungahlin 1 20.00 $                                 
790 Sophie Edwards Music 1 20.00 $                                 
"791 The Barracks, Lanyon Homestead 1 10.00 $                                 "
792 Nassis Snack Bar 1 10.00 $                                 
793 mini golf federation square 1 10.00 $                                 
794 Mint rd cafe 1 10.00 $                                 
795 PINK FLAMINGO INTERIORS 1 10.00 $                                 
796 CAFE @ BELCO 1 10.00 $                                 
797 KillingPrints 1 10.00 $                                 
798 Cafe cherry beans Belconnen 1 10.00 $                                
